RID,VERSION,STATUS,IP,HTTP_URL,SESSION,START,DURATION,SRC,EXTID,RAND_A_slot1,RAND_A_slot2,RAND_A_slot3,RAND_A_slot4,RAND_A_slot5,RAND_A_slot6,RAND_A_slot7,RAND_A_slot8,RAND_A_slot9,RAND_A_slot10,RAND_A_slot11,RAND_A_slot12,RAND_A_slot13,RAND_A_slot14,RAND_A_slot15,RAND_A_slot16,RAND_A_slot17,RAND_A_slot18,RAND_A_slot19,RAND_A_slot20,RAND_A_slot21,RAND_A_slot22,RAND_A_slot23,RAND_A_slot24,RAND_A_slot25,RAND_A_slot26,RAND_A_slot27,RAND_A_slot28,RAND_A_slot29,RAND_A_slot30,RAND_A_slot31,RAND_A_slot32,q20,q21,q24,q15,q14,q16,q17
213,3,10,e465.c.56.0,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,e1bb1a1b4d35766127fa915dab45aca1,1585158457.47886,4345.056,SGHLIC,,5,24,6,3,11,29,19,9,4,30,13,16,7,17,1,27,2,10,28,31,23,25,20,21,18,15,14,12,8,32,22,26,,,,,,,
210,3,10,9.e7b.24c.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR3k_RflVQ_q12-Ndwd2Obj6AzVRVUj8lYePwvvX13Fc9GO63nQZYbu9Nu8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,1848724c2dbc99ff4915f6f881aed6f0,1585158374.88449,4427.663,SGHLIC,,5,21,17,2,26,25,23,1,8,12,14,31,9,10,20,22,7,24,11,13,18,6,28,27,15,30,29,4,32,3,19,16,,,,,,,
199,3,10,9.803.38e.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,37822b146b5b20559fedd1e4ef8a654c,1585158264.4413,4538.118,SGHLIC,,10,7,18,14,21,15,13,32,12,1,5,9,19,6,28,11,25,30,23,31,17,3,8,29,20,16,27,24,4,22,26,2,,,,,,,
206,3,10,7dd.8.518.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,521a96788c1a87e7a163f2ecbf512626,1585158337.13786,4465.434,SGHLIC,,21,19,2,1,24,31,8,27,15,13,11,9,16,25,4,17,28,26,32,22,10,3,7,6,18,30,12,29,23,20,5,14,,,,,,,
207,3,10,c.4e.7291.4,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR00dYuXlhmEpbMW3KVqOCJJmEjR6XMe_QjIpw8jO7-1ezepQcvQ7_o2PgM;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,b0f46cbe9af70baebd74e5d4870c40b7,1585158346.07013,4456.515,SGHLIC,,21,2,32,24,18,9,7,1,23,28,4,12,17,26,3,29,20,13,30,11,25,15,31,8,19,5,10,22,6,27,16,14,,,,,,,
231,3,10,78c.495.f.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,5ca616e5eaa07a760f33a690d450334c,1585160682.3226,2120.276,SGHLIC,,26,25,20,21,30,24,14,19,17,12,6,23,8,9,5,22,10,32,3,7,11,31,29,13,1,2,4,27,18,15,28,16,,,,,,,
216,3,10,92.4c9.ca.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;fbclid=IwAR3Ob9HJ9t0z8HHwoqpqzzbFYEsDJgWCBz1P263ZoAlInR--2WCXz6lN1RY;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,a772e90a50838094bc5f9f92970dd9ba,1585158572.8734,4229.739,SGHMAG,,13,8,12,29,25,24,32,15,10,21,4,26,28,23,31,22,16,20,1,18,14,3,7,30,17,2,11,19,9,6,5,27,,,,,,,
221,3,10,9f.b4.dd0.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR0UbsIgT-Uku6z1xztXXJYbQo3UcPccu_eig1QtUfBJcV91Rybz-NXU8Ps;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,6c4c3871000d7b73fdba8f1c2792cb94,1585158725.40524,4077.221,SGHLIC,,17,6,7,29,2,24,1,10,15,11,18,19,14,26,20,22,23,12,27,28,16,4,8,30,32,9,25,5,31,13,21,3,,,,,,,
217,3,10,9.ad8.c44.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;fbclid=IwAR2ZYi-kDCACXh7wNxq7hwjPcGhajGeVToAHch9v0v4BGVH4G6w3p6jnTLU;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,e51308e56f58713423801e2693b0db56,1585158588.97584,4213.665,SGHMAG,,7,21,15,8,24,13,19,3,25,27,17,23,26,11,32,28,9,30,6,10,14,1,22,16,31,18,29,20,4,12,2,5,,,,,,,
219,3,10,98.0a7.b8.6,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR0i8RM5ycKOhVEPpp0VRVQcBUw9uN-8CxlZCsv1708rKNS8qFB2jyFduno;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,6d0d498f01ff7e3391d7dda98d7e60a0,1585158633.69159,4168.964,SGHLIC,,15,31,21,17,22,30,19,10,32,20,11,25,6,4,29,23,24,18,13,7,14,3,1,12,8,5,28,9,16,26,2,27,,,,,,,
209,3,10,9.c23.857.b,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;fbclid=IwAR1Em9Gs-TT0oz8XpGE-yHjBmjBfGxUzPVwDCSIFVkryBAjOyZ3USUtQVcE;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,a4751407754d585a7969c0dfff9df6db,1585158362.70011,4439.97,SGHMAG,,7,19,23,32,2,17,21,20,18,8,28,10,6,11,26,22,3,4,24,31,16,12,14,1,30,5,13,15,27,9,25,29,,,,,,,
222,3,10,980.a.7dd.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,e89edc5068fee4794e034778425b94e1,1585158755.55012,4047.133,SGHMAG,,23,28,15,13,26,16,27,14,24,1,30,3,7,29,8,25,19,11,9,5,21,2,22,18,10,6,17,12,32,20,4,31,,,,,,,
218,3,10,e4.65.2d8.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,f4450474d82153e3783b2c7b7dbd6a0a,1585158612.88731,4189.809,SGHMAG,,18,2,13,9,21,1,4,22,23,32,11,19,10,29,5,14,15,7,6,31,25,30,20,24,12,26,8,27,28,3,16,17,,,,,,,
204,3,10,6cb.6.662.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,251f4cf132c7f9dccc5c98479948491f,1585158325.34149,4477.369,SGHMAG,,15,16,32,10,18,13,30,2,20,28,25,26,3,1,22,5,31,11,14,23,4,12,7,21,24,8,9,19,29,6,17,27,,,,,,,
230,3,10,7d.298.77.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR3zaapCHHHmAPHUH8tnJ5GWBq1XbppVjwiC1X5AIswbVQJtMBpm65fHyCM;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,465882e67fb2896f4955b73f95578c0e,1585160577.52883,2225.193,SGHLIC,,17,30,23,8,7,20,19,5,13,4,10,16,12,31,22,26,27,6,2,11,29,28,24,25,14,32,9,18,21,1,3,15,,,,,,,
211,3,10,e4.65c.56.0,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,a3e5ab8abccc1137a530f423b800b5d4,1585158434.27371,4368.46,SGHLIC,,5,14,18,24,10,13,16,22,1,17,30,23,27,26,4,2,21,3,7,32,28,19,6,12,31,20,15,8,29,25,9,11,,,,,,,
201,3,10,6.cb6.5e3.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,284956010303a4be356a094528870d73,1585158306.72866,4496.018,SGHMAG,,12,14,22,16,27,28,31,2,3,25,13,21,1,6,7,18,30,10,32,17,23,5,11,8,19,9,29,4,26,20,24,15,,,,,,,
203,3,10,84e.1c.e3.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,64e90322a47fd20697f8d6d73aa371bb,1585158324.80479,4477.957,SGHMAG,,12,7,1,30,13,31,22,9,18,3,27,16,11,19,15,6,21,4,10,23,28,14,20,8,29,32,2,24,17,5,26,25,,,,,,,
227,3,10,980.a62.0.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,170be52f91de1f8da39bffb8954acb4d,1585159859.36884,2943.407,SGHLIC,,17,15,30,19,27,23,8,5,24,3,20,2,22,29,25,26,10,11,14,9,31,1,21,12,16,4,18,6,7,13,32,28,,,,,,,
205,3,10,6c.b6.5e3.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,2175143e30882f3e6409b8e8ddaabe91,1585158326.20854,4476.58,SGHMAG,,5,28,8,23,7,10,14,30,9,13,22,31,32,21,18,1,2,16,19,17,11,20,26,24,12,29,15,27,25,6,3,4,,,,,,,
232,3,10,d.e4a4.dc.9,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR3fRhmy5yc8g6V5xtt8QF4wAVlrUsLeXF_uYUs7WVCcnCFvdi6M3YMvXm0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,95baa011bb23144c8de034970d1b5316,1585160918.1501,1884.652,MIMUW,,22,13,1,19,28,2,11,32,15,30,6,10,25,3,8,23,29,31,27,5,18,12,17,7,4,26,20,16,14,9,21,24,,,,,,,
197,3,10,980a6.7.0.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR2kh9nptYKrf3l54KwcLyXJQT2kQWBf4zZgMJIRlByeafecq1KXny9X83I;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,dd5e4da0bacc0a6d6bd40d2f6eee908b,1585158109.54896,4693.267,SGHLIC,,16,12,17,18,7,11,15,5,30,4,23,8,27,10,28,20,2,25,24,22,14,9,26,13,1,19,31,3,32,6,21,29,,,,,,,
215,3,10,980.a62.0.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,67d2f6051d577f672f7f2b13f9388cdf,1585158462.7263,4340.104,SGHLIC,,12,16,17,28,6,19,30,20,8,11,1,26,5,15,3,23,4,27,18,2,31,24,22,25,14,21,10,9,29,7,32,13,,,,,,,
212,3,10,e465.c.56.0,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,8d43fb6cfd13510674f29a9a5f98b874,1585158450.27101,4352.571,SGHLIC,,31,23,30,5,17,1,29,15,18,4,20,7,32,24,2,8,14,12,10,21,3,13,22,19,16,11,27,26,28,25,9,6,,,,,,,
198,3,10,e4.652.1e.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,874903bc72fd9e713f83a45f7020b607,1585158154.84063,4648.014,SGHLIC,,7,29,10,25,30,21,3,8,2,12,14,28,13,32,23,1,18,9,27,20,5,22,15,6,31,4,26,24,19,16,11,17,,,,,,,
223,3,10,98.0.a7dd.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,62f7abe0def6bf6cd1d62db1ef63377e,1585158777.70092,4025.165,SGHMAG,,22,31,18,4,12,30,9,20,14,29,6,27,25,8,32,11,10,2,17,1,7,3,15,24,28,13,16,23,21,26,5,19,,,,,,,
239,3,7,9ce.59.73.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,172f5cdcbe8468d1cc18613189068584,1585164007.2919,478.738,SGHMAG,,9,5,14,22,13,26,23,18,4,27,28,20,11,25,10,17,6,30,15,1,12,21,2,3,31,32,8,29,16,24,7,19,2,2,9,9,1,1,1
240,3,7,736.f.dd0.9,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,f93669482375a565d245d30e188d1990,1585164069.30918,1706.139,SGHMAG,,8,7,24,25,29,16,32,26,4,22,19,13,18,10,21,6,23,12,28,9,31,2,3,14,1,11,30,27,5,20,15,17,3,2,9,7,1,1,1
237,3,10,7.dd8d.1e.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,346b7a60ebef303d20bd2c88db53155b,1585162406.83482,3995.105,SGHLIC,,24,3,2,25,20,11,26,15,10,5,17,22,14,7,1,4,28,9,27,31,18,19,32,6,8,23,13,16,30,12,29,21,,,,,,,
233,3,10,c4e.72d.b.b,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,e425a7a7a99dd670cff130ec4d5502bf,1585161537.27043,4864.683,SGHLIC,,12,28,27,1,23,22,21,14,13,30,24,19,9,20,17,8,18,15,16,5,11,26,2,32,29,7,4,3,10,6,25,31,,,,,,,
238,3,10,980.a.625.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR0NfASHsTPaWYpnHWpC2SEybSHIIpibyGQy1NBhR9tSNXPv9Y-gAfeBxaw;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,1987e8eaf9b4aa929e9a17a1ed4f690d,1585163650.8275,2751.14,MIMUW,,4,12,29,7,23,31,18,6,16,19,10,26,20,28,30,22,15,9,2,27,3,25,14,8,11,1,32,5,17,21,13,24,,,,,,,
236,3,10,e.4.653bf.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;fbclid=IwAR3HLDy9i3rkERsOrjKY4Yczj2aXNlYlT87IUmiasTBiAvvQw1B7PxOowxE;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,87af407d0307bddc024dd999bf6808de,1585162052.66597,4349.317,SGHMAG,,28,23,4,16,24,17,21,27,26,1,20,9,7,11,19,29,5,15,12,18,14,2,3,22,31,13,25,6,30,32,10,8,,,,,,,
235,3,10,95.4.0e5d.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;fbclid=IwAR2xgC_CEU0-V8TB_GNWF1nPjKnhm6I57c3IrPLa6zZhjQGKlBAW3m0Nje8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,7473263a6e76cea4a8b62ffac42df310,1585161701.77247,4700.225,SGHMAG,,13,32,21,14,18,12,26,27,19,31,17,23,2,24,5,22,11,25,9,15,30,8,20,7,4,29,10,6,16,28,1,3,,,,,,,
241,3,10,980a.3.a1.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR2F7X5dPhF3pqrtC6Pa6MmDWeZ-hW786r8XVzSSA9fhueNsdOL7l4ZgnPc;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,fe4624893937abad19b813bdbf2f2cb4,1585164721.20584,5280.912,SGHLIC,,3,12,16,21,14,30,10,2,5,17,4,26,25,29,27,19,20,24,11,31,23,6,13,32,15,18,8,28,7,1,9,22,,,,,,,
244,3,10,9.8050.c2.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,1cd788b4984bc52939ecb3001c018759,1585166249.80824,3752.326,SGHMAG,,5,21,25,14,13,19,6,17,23,8,28,4,16,26,20,32,27,22,10,11,30,12,9,31,1,3,7,2,24,29,18,15,,,,,,,
242,3,10,8f7.2e8.a.6,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,b709b742ab364f104b29346e980eae12,1585164735.31519,5266.834,SGHMAG,,13,21,25,29,19,6,26,2,17,22,24,7,3,30,4,9,32,18,27,1,15,14,28,12,31,10,11,5,20,16,8,23,,,,,,,
243,3,10,9.802.4b7.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR1XhHS1KydQOhb3wJ07S4095NQOZMNunuwdM9Vv2So52oL83qYoKDNuJs8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,f4a6bc88d37c8dc987500eaca4808e64,1585165822.29625,4179.868,MIMUW,,10,26,32,13,11,27,6,29,24,3,23,14,21,28,4,2,30,7,12,20,9,19,5,15,17,22,31,25,18,1,16,8,,,,,,,
252,3,7,c4e7.c.92.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,95b6d4c2d92027ce434b8577a6a9b710,1585171889.57233,830.975,SGHLIC,,30,22,25,8,27,6,12,15,19,29,20,13,17,2,7,4,5,31,24,26,16,32,28,3,9,14,1,18,11,10,21,23,3,8,9,4,1,1,2
250,3,10,8f4.1.c0e.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR1Z91xSTnB8aQqk7DSHsrpuNq8TJrk4GP2mNEVsIH9QLY9MxOJDp1cUvcw;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,85051ff4840aaeb83576e44e3721241f,1585170524.17204,3078.062,SGHLIC,,25,1,28,2,9,5,29,12,14,32,30,11,26,21,20,27,19,23,15,8,24,22,4,18,16,17,7,3,10,13,31,6,,,,,,,
249,3,10,92.47.444.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,6292ac56e7eb5d2e4e3daff4218485fc,1585169224.87737,4377.37,SGHLIC,,12,5,4,26,19,25,21,18,9,27,24,23,32,30,3,17,2,14,15,6,22,28,16,8,31,29,20,7,13,1,11,10,,,,,,,
247,3,10,924.0b1.9.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,b22353586960faeba68ce39095f09038,1585169139.50601,4462.757,SGHLIC,,3,21,12,5,17,24,28,32,8,6,23,19,27,15,9,31,13,26,14,20,30,7,10,4,1,2,18,22,11,29,16,25,,,,,,,
246,3,10,9fe.69.32.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,85a335ec07e92110aa2598b3e0a4f5f5,1585168616.06813,4986.21,SGHMAG,,18,26,4,16,11,30,14,20,3,2,9,24,28,6,22,12,27,31,25,10,21,1,19,15,32,13,7,8,23,17,5,29,,,,,,,
245,3,10,92.4.0b19.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,a365e4a68058d92519b349d669f6d1c5,1585168408.43344,5193.859,SGHLIC,,2,6,24,29,5,4,26,8,13,22,12,1,19,20,3,7,30,10,16,21,32,28,14,27,9,17,15,23,11,18,25,31,,,,,,,
248,3,10,924.7.444.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,d03b7f071819ae4fd83427d966fb97c1,1585169197.86565,4404.441,SGHLIC,,2,20,32,15,24,11,27,21,28,12,13,23,6,19,9,16,17,8,1,5,26,7,29,18,4,31,14,10,25,3,22,30,,,,,,,
251,3,10,78f.025.f.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,546c6c940aa338de25bb6d88780fdd93,1585171626.84762,1975.473,SGHLIC,,4,23,13,20,6,22,25,17,15,31,3,9,19,12,16,8,24,11,1,29,5,2,7,10,32,14,30,18,21,27,28,26,,,,,,,
253,3,10,c4e.7.4c6.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;fbclid=IwAR2EliIZ-7RBHhoS1kTKhteXd3cC2VV0LL9lGhjO3PTW9i9FwW2A2-kKSn8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,9e52ebe2e91a6a6cfaf1bb0ce36152e7,1585172117.24094,5085.135,SGHMAG,,12,5,9,13,30,20,18,29,27,2,4,7,22,31,28,23,17,32,16,3,15,26,11,6,14,25,24,8,19,10,1,21,,,,,,,
254,3,10,8e.f3.ea6.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,a5fa5cb9bc5049db9cc0f87ebb7188d6,1585173289.22473,3913.165,SGHLIC,,16,28,6,1,29,8,22,9,3,20,27,17,21,24,15,4,12,32,14,25,13,19,11,5,18,2,10,7,26,23,30,31,,,,,,,
256,3,10,6.cb64a.2.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,dc5a767d04b04e703c2bc9ce512bfb50,1585178301.06273,2501.573,SGHMAG,,14,28,3,31,23,15,27,11,5,25,24,2,9,32,1,29,16,7,8,21,20,12,22,26,30,13,17,18,6,19,10,4,,,,,,,
255,3,10,008.2b.0f.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,27acac05541df41659cd5fdc3c12cf74,1585175896.77454,4905.882,SGHMAG,,9,6,27,20,13,28,16,23,18,4,15,26,14,32,25,29,7,1,30,22,17,8,10,19,2,11,12,5,31,24,21,3,,,,,,,
257,3,10,980.a6.bb.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,8036ae6763b45ba59f1a82ec6affed43,1585180829.11974,3573.075,SGHLIC,,3,27,26,22,18,25,15,28,17,2,9,24,23,20,11,7,13,14,30,29,1,32,21,31,6,19,8,10,16,5,4,12,,,,,,,
